RECORD,CAMIS,DBA,BUILDING,STREET,ZIPCODE,BORO,PHONE,CUISINE_DESCRIPTION,LATITUDE,LONGITUDE,COMMUNITY_BOARD,COUNCIL_DISTRICT,CENSUS_TRACT,BIN,BBL,NTA
3161,50033234,LEE'S KITCHEN,806,BURKE AVENUE,10467,Bronx,7182312003,Chinese,40.87135601,-73.86303749,212,12,34000,2055675,2045720025,BX07
3166,50047326,RICO CHIMI,1492,MYRTLE AVENUE,11237,Brooklyn,7183663777,Spanish,40.69919182,-73.91451713,304,37,44100,3076172,3033270001,BK77
3167,50077461,THAI DIVA CUISINE,45-53,46 STREET,11377,Queens,9292080282,Thai,40.74199694,-73.9189224,402,26,23500,4001569,4001530106,QN31
3169,50105289,THE JIN,856,10 AVENUE,10019,Manhattan,2122233488,Korean,40.7686355,-73.98889145,104,6,13900,1026877,1010660103,MN15
3170,50150732,ROMA PIZZA,852,8 AVENUE,10019,Manhattan,2127867777,Pizza,40.7631209,-73.98548102,105,3,13100,1081646,1010230002,MN17
3173,50033769,NATIVIDAD RESTAURANT,37-66,103 STREET,11368,Queens,3472040733,Latin American,40.75275684,-73.86419905,403,21,40500,4044238,4017680043,QN26
3177,50101581,RAMEN DANBO,48,CARMINE STREET,10014,Manhattan,9172617355,Japanese,40.72998975,-74.00348181,102,3,6700,1008358,1005270058,MN23
3179,50102940,CORATO 1,66-94,FRESH POND ROAD,11385,Queens,7184976177,Pizza,40.70588258,-73.89664774,405,30,58500,4085039,4035310048,QN20
3182,50105585,WUARACHE RESTAURANT,1229,CASTLE HILL AVENUE,10462,Bronx,7186846441,Mexican,40.83280527,-73.85125702,209,18,9200,2026573,2038130049,BX59
3187,50143567,GATHER,54,ORCHARD STREET,10002,Manhattan,2232354236,Armenian,40.71667183,-73.99095994,103,1,1600,1004000,1003090006,MN27
3192,50114524,JOOY TEA SHOPPE,5306,8 AVENUE,11220,Brooklyn,9293349248,Coffee/Tea,40.63932703,-74.00558131,307,38,10600,3014440,3008180042,BK34
3198,41083785,PAKIZA RESTAURANT,1032,CONEY ISLAND AVENUE,11230,Brooklyn,7184345596,Pakistani,40.63256472,-73.96686864,314,45,48200,3128206,3054290027,BK42
3199,50075683,PRIMO'S BAR,95,WEST BROADWAY,10013,Manhattan,9175123432,Italian,40.71555196,-74.00919141,101,1,2100,1001584,1001450012,MN24
3200,50129393,162 K-TOWN BAR,41-27,162 STREET,11358,Queens,9293181005,Korean,40.76101919,-73.80388433,407,20,117100,4120482,4053360048,QN51
3207,50019055,C & B,178,EAST    7 STREET,10009,Manhattan,2126742985,Coffee/Tea,40.72526185,-73.98169386,103,2,3200,1005093,1004020032,MN22
3208,50105317,CITIZENS OF SOHO,201,LAFAYETTE STREET,10012,Manhattan,3475351245,Australian,40.72134377,-73.99794005,102,1,4500,1066733,1004827501,MN24
3209,40739412,APPLEBEE'S,234,WEST   42 STREET,10036,Manhattan,2123917414,American,40.75673969,-73.98865882,105,3,11300,1024665,1010130012,MN17
3210,40385461,CLOISTER CAFE,238,EAST    9 STREET,10003,Manhattan,2127779128,American,40.72956649,-73.98816555,103,2,3800,1006744,1004640032,MN22
3212,50127307,BENNY'S CUBAN CAFE,71-28,FRESH POND ROAD,11385,Queens,3476017040,Spanish,40.70150302,-73.89483325,405,30,58300,4085337,4035380034,QN20
3213,50009810,KUNG FU TEA,70-10,AUSTIN STREET,11375,Queens,7182683631,Coffee/Tea,40.72078824,-73.84654394,406,29,71100,4467420,4032340170,QN17
3214,50126162,KATE'S CORNER CAFE,86-01,23 AVENUE,11369,Queens,5163516881,American,40.76716896,-73.88361362,403,22,34700,4437065,4010640002,QN28
3215,50105209,ANTOJITOS DEL MANGU RESTAURANT,80,WEST KINGSBRIDGE ROAD,10468,Bronx,9173455732,Latin American,40.86811728,-73.90044049,207,14,26500,2014677,2032150026,BX30
3216,40380826,FIT CAFETERIA (David Dubinsky Student Center),227,WEST   27 STREET,10001,Manhattan,2122175770,American,40.74711976,-73.99499068,105,3,9500,1014251,1007770018,MN17
3218,50099704,MASTER'S PIZZERIA,5201,5 AVENUE,11220,Brooklyn,7184396012,Pizza,40.64388841,-74.01156336,307,38,10000,3013942,3008080009,BK34
3219,50012221,ANDALUCIA BAR & LOUNGE,1336,BUSHWICK AVENUE,11207,Brooklyn,9173184044,Italian,40.68587761,-73.91180836,304,37,40100,3079180,3034200038,BK78
3220,41585806,DARNA FALAFEL,200,COURT STREET,11201,Brooklyn,3477991673,Middle Eastern,40.687023,-73.99366108,306,39,4500,3003279,3003020041,BK33
3222,50129050,CREME CUISINE,1031,EAST   92 STREET,11236,Brooklyn,7182887666,Caribbean,40.64384366,-73.90781029,318,46,96400,3229213,3081610036,BK50
3223,50017983,LIVINGSTON MANOR,42,HOYT STREET,11201,Brooklyn,3479873292,American,40.68929773,-73.98597313,302,33,3700,3000490,3001640038,BK38
3224,41712295,BEN'S PIZZA AND RESTAURANT,8125,3 AVENUE,11209,Brooklyn,7187454243,Pizza,40.62685926,-74.02965931,310,43,4600,3151641,3059970001,BK31
3225,41366512,STARBUCKS,130,FULTON STREET,10038,Manhattan,2129620439,Coffee/Tea,40.71036443,-74.00806169,101,1,1502,1087245,1000797502,MN25
3227,50099483,IXV COFFEE,497,PACIFIC STREET,11217,Brooklyn,3474919775,Coffee/Tea,40.68486704,-73.98158962,302,33,3900,3000995,3001857501,BK38
3228,50107810,CAMPANIA,1801,HYLAN BOULEVARD,10305,Staten Island,3479834998,Italian,40.58516454,-74.09350889,502,50,11401,5050759,5035380087,SI36
3235,50085445,ECOWAS KITCHEN (AMALA JUNCTION),1039,BELMONT AVENUE,11208,Brooklyn,7182771881,African,40.67425029,-73.87081979,305,42,119600,3095096,3042330039,BK82
3237,50153550,LA CASITA DE YOLI,1631,SAINT PETERS AVENUE,10461,Bronx,3473771457,Latin American,40.84135452,-73.84868624,210,18,20400,2042146,2039940035,BX59
3238,41256036,KINGSTON BAKE SHOP,380,KINGSTON AVENUE,11225,Brooklyn,7184672047,Jewish/Kosher,40.66568735,-73.94255354,309,35,33300,3034304,3012990141,BK63
3239,50002559,PARIS BAGUETTE,567,7 AVENUE,10018,Manhattan,2129210404,Bakery Products/Desserts,40.75496374,-73.98772066,105,3,11300,1022559,1009930003,MN17
3240,50113419,BACK HOME BAKERY,3524,CHURCH AVENUE,11203,Brooklyn,7182873031,Bakery Products/Desserts,40.65106411,-73.94445818,317,45,85600,3109473,3048890010,BK91
3242,41701806,SONRIE A LA FAMILIA,32-59,84 STREET,11370,Queens,6463993505,Other,40.75644245,-73.88362161,403,25,33700,4034654,4014140146,QN28
3243,41665625,FORGTMENOT,138,DIVISION STREET,10002,Manhattan,6467073195,American,40.71446234,-73.99157708,103,1,1600,1003805,1002940028,MN27
3245,50116225,TRIANGULO PIZZA,1017,MANHATTAN AVENUE,11222,Brooklyn,3474899617,Pizza,40.73362595,-73.95483508,301,33,56300,3064144,3025220040,BK76
3247,50098773,MCDONALD'S,606,NEPTUNE AVENUE,11224,Brooklyn,7189961029,Hamburgers,40.57991906,-73.97508115,313,48,35400,3336563,3072700025,BK23
3248,40918543,MCANN'S,625,8 AVENUE,10018,Manhattan,2125941374,Irish,40.75618542,-73.99056473,104,3,11500,1083268,1010320029,MN15
3249,40591271,101 DELI,100-16,ROCKAWAY BEACH BOULEVARD,11694,Queens,7186341121,Sandwiches,40.58365553,-73.82153674,414,32,94201,4303700,4161560001,QN10
3252,50131494,TERIYAKI ONE,8949,BAY PARKWAY,11214,Brooklyn,7185695909,Asian/Asian Fusion,40.59522121,-74.00077057,311,43,29400,3345607,3064910011,BK28
3253,50070157,A-POU'S TASTE,963,GRAND STREET,11211,Brooklyn,7183888111,Asian/Asian Fusion,40.71307791,-73.93602685,301,34,48100,3070478,3029240044,BK90
3255,40402375,WOMENS NATL. REPUBLICAN CLUB,3,WEST   51 STREET,10019,Manhattan,2125825454,American,40.75929058,-73.9770316,105,4,10400,1034515,1012670030,MN17
3256,50110563,WOK IN THE CLOUDS,127,EAST   28 STREET,10016,Manhattan,2127846498,Indian,40.74277636,-73.98276084,105,2,7200,1018206,1008840016,MN20
3257,41383581,WINDIES RESTAURANT AND BAR,216-06,JAMAICA AVENUE,11428,Queens,7187369414,Caribbean,40.71755201,-73.73869669,413,27,56800,4230648,4107590151,QN34
3259,50034535,DESERT RAIN LOUNGE,107-29,METROPOLITAN AVENUE,11375,Queens,7188801854,American,40.70956037,-73.84524252,406,29,73100,4078415,4032770067,QN17
3261,40391032,KABAB CAFE,25-12,STEINWAY STREET,11103,Queens,7187289858,Egyptian,40.7675785,-73.912003,401,22,14300,4010277,4006540067,QN70
3262,41712395,BROOKLYN STANDARD DELI & GRILL,188,NASSAU AVENUE,11222,Brooklyn,7184722150,Sandwiches,40.72543162,-73.94572004,301,33,57100,3066980,3026850006,BK76
3266,40379149,MONTE'S TRATTORIA,97,MACDOUGAL STREET,10012,Manhattan,2126749456,Italian,40.72944359,-74.00096335,102,2,6500,1008734,1005420052,MN23
3268,50081412,GAZALA'S,447,AMSTERDAM AVENUE,10024,Manhattan,2127871800,Mediterranean,40.78471528,-73.97716723,107,6,16500,1032010,1012120001,MN12
3269,50095143,JOONG KOOG JIP,203-16,NORTHERN BOULEVARD,11361,Queens,7184282221,Korean,40.75754391,-73.77946846,411,19,146300,4125218,4055440022,QN46
3270,50131336,LITTLE ITALY PIZZA,937,8 AVENUE,10019,Manhattan,2016860976,Pizza,40.76567602,-73.98364296,104,6,13900,1025437,1010460032,MN15
3271,50033212,BUDDHA BODAI,77,MULBERRY STREET,10013,Manhattan,2122332921,Vegetarian,40.71632909,-73.99907652,103,1,2900,1002377,1001990024,MN27
3272,50092238,LEO'S PIZZA,8502,3 AVENUE,11209,Brooklyn,7189211900,Pizza,40.62418006,-74.03077485,310,47,6200,3153076,3060330040,BK31
3273,50070479,MIRAJ HEALTHY GRILL,120,EAST   34 STREET,10016,Manhattan,2126962818,Mediterranean,40.74665432,-73.98035985,105,2,7200,1018513,1008890068,MN20
3274,50069698,BAR BASIC,71,7 AVENUE,11217,Brooklyn,3473483046,Hamburgers,40.67524534,-73.974912,306,39,15900,3024474,3010610002,BK37
3275,50139251,DRAGON CITY,2234,1 AVENUE,10029,Manhattan,6462038419,Chinese,40.79517094,-73.93599822,111,8,17800,1079379,1017080045,MN34
3276,50006550,R&D FOODS,602,VANDERBILT AVENUE,11238,Brooklyn,3479151196,American,40.67829599,-73.96864127,308,35,16300,3028428,3011510046,BK64
3279,41305588,BUNNY DELI,1522,ST NICHOLAS AVENUE,10033,Manhattan,2127813303,Sandwiches,40.85252514,-73.93137014,112,10,26900,1063788,1021570067,MN35
3280,50118245,NEW LUCK GARDEN,1954,AMSTERDAM AVENUE,10032,Manhattan,2122835533,Chinese,40.83283754,-73.94206175,112,10,24100,1062713,1021150034,MN36
3283,41423445,DAE BAK RESTAURANT,146-06,34 AVENUE,11354,Queens,7183580002,Korean,40.7672419,-73.82087323,407,20,115900,4113071,4049960048,QN51
3284,40996005,N & D PIZZA,2823,AVENUE U,11229,Brooklyn,7187690909,Pizza,40.60024946,-73.94353193,315,46,57400,3198857,3073330045,BK44
3288,50064056,PORTO SALVO,424,EAST  161 STREET,10451,Bronx,9293767866,Italian,40.82390974,-73.91295076,203,17,14100,2001494,2023820015,BX35
3290,50040952,FRESH SWAN BAKERY,88,EAST BROADWAY,10002,Manhattan,2122265333,Bakery Products/Desserts,40.71373788,-73.9940914,103,1,800,1066526,1002820044,MN27
3291,50012296,GOLDEN WOK CHINESE RESTAURANT,209,8 AVENUE,10011,Manhattan,2126200712,Chinese,40.74377949,-73.99958859,104,3,8900,1013268,1007440043,MN13
3293,41525640,THE SWALLOW CAFE & ESPRESSO BAR,49,BOGART STREET,11206,Brooklyn,7183811944,Coffee/Tea,40.70532239,-73.93331122,301,34,48500,3325963,3031010014,BK78
3294,50106671,TONY'S FAMOUS PIZZA,3145,FULTON STREET,11208,Brooklyn,7186390222,Fusion,40.6817742,-73.87878408,305,37,117400,3092005,3041240052,BK83
3296,41230254,BKNY THAI RESTAURANT,47-11,FRANCIS LEWIS BOULEVARD,11361,Queens,7182811900,Thai,40.75296453,-73.78032105,411,20,145102,4127142,4056200001,QN46
3297,40614573,PITKIN CARIBBEAN BAKERY,1728,PITKIN AVENUE,11212,Brooklyn,7183460497,Caribbean,40.66987092,-73.90937111,316,41,90600,3081081,3035230013,BK81
3298,50102393,2 BROS PIZZA,300,WEST   38 STREET,10018,Manhattan,2122391117,Pizza,40.75487354,-73.99206284,104,3,11100,1013624,1007610039,MN13
3299,50068743,JING FONG,380,AMSTERDAM AVENUE,10024,Manhattan,6466785511,Chinese,40.78256644,-73.97875679,107,6,16700,1030909,1011707501,MN12
3303,41529617,SHOBU SUSHI & GRILL,9427,5 AVENUE,11209,Brooklyn,7188338345,Japanese,40.61596214,-74.03091152,310,43,16200,3155696,3061180103,BK31
3304,50095290,SUBCONSCIOUS,1213,AMSTERDAM AVENUE,10027,Manhattan,2128642720,Sandwiches/Salads/Mixed Buffet,40.80910295,-73.95937141,109,7,20701,1059514,1019620070,MN09
3306,50039041,POPEYES,2174,WHITE PLAINS ROAD,10462,Bronx,3478513001,Chicken,40.85568349,-73.86764278,211,13,22403,2049395,2043180016,BX49
3307,50105037,LA CATRINA MEXICAN BISTRO,3803,10 AVENUE,10034,Manhattan,6464490154,Mexican,40.86226194,-73.92051417,112,10,29900,1064495,1022000005,MN01
3309,41138581,COLUMBUS CAFE,556,COLUMBUS AVENUE,10024,Manhattan,2127219040,Sandwiches,40.78705809,-73.97176408,107,6,17300,1085083,1012170035,MN12
3310,50106043,WINGSTOP,905,WHITE PLAINS ROAD,10473,Bronx,9295061015,Chicken,40.82445169,-73.85891053,209,18,4200,2022643,2036710001,BX09
3311,50161246,SUSHI COUNTER,521,EAST   12 STREET,10009,Manhattan,6469516415,Japanese,40.72879968,-73.98063935,103,2,3400,1005230,1004060054,MN22
3314,41291319,SUPER POLLO,865,WOODWARD AVENUE,11385,Queens,7184180808,Latin American,40.70284075,-73.90219223,405,30,58500,4083376,4034830031,QN20
3315,41096461,JAKE'S SALOON,206,WEST   23 STREET,10011,Manhattan,2123373100,Irish,40.74431466,-73.99619625,104,3,9100,1014128,1007720052,MN13
3316,50054456,ORAMEN,579,AVENUE OF THE AMERICAS,10011,Manhattan,6469985754,Japanese,40.73887178,-73.99574549,104,3,8100,1014580,1007920035,MN13
3318,50017248,SHORE HAVEN DINER,622,CASTLE HILL AVENUE,10473,Bronx,7188240094,American,40.81943699,-73.84811484,209,18,9000,2021926,2035730025,BX09
3321,41271537,EL LIDER RESTAURANT,4535,PARK AVENUE,10457,Bronx,7182202923,Latin American,40.85566211,-73.89474761,206,15,38302,2011173,2030300159,BX40
3322,50107232,AVAS'S LIFELINE,745,DEKALB AVENUE,11216,Brooklyn,7182003459,Vegan,40.69192662,-73.94658762,303,36,26100,3049506,3017750051,BK75
3324,41675471,El Crucero Restaurant & Grill,339,EAST  138 STREET,10454,Bronx,7184027252,Spanish,40.80988694,-73.92474211,201,8,3900,2000611,2023010050,BX39
3325,40368801,MARBELLA RESTAURANT,220-33,NORTHERN BOULEVARD,11361,Queens,7184230100,Latin American,40.76160163,-73.76075972,411,19,147100,4138722,4063240020,QN46
3328,50138084,CARNEGIE DINER,828,8 AVENUE,10019,Manhattan,2123994444,American,40.76218502,-73.98616349,105,3,12500,1085498,1010210001,MN17
3330,50142468,RESTAURANT ASSOCIATES / CITADEL,425,PARK AVENUE,10022,Manhattan,5162726239,American,40.76050528,-73.97154075,105,4,10000,1036505,1013100001,MN19
3333,50113257,CANAAN BREAD,156-19,NORTHERN BOULEVARD,11354,Queens,7189700355,Bakery Products/Desserts,40.76399471,-73.80887892,407,19,117100,4119276,4052720001,QN51
3335,50066830,BLUE RIBBON SUSHI BAR,30,ROCKEFELLER PLAZA,10112,Manhattan,2129370204,Japanese,40.75874744,-73.97869222,105,4,10400,1076262,1012657501,MN17
3337,40747050,SAMARIA PIZZA,21-07,BROADWAY,11106,Queens,7185455304,Pizza,40.76511053,-73.93148223,401,22,7700,4006383,4005540001,QN70
3338,50104478,VILLAGE CREPERIE,445,EAST    9 STREET,10009,Manhattan,9172620531,Coffee/Tea,40.72739748,-73.9829777,103,2,3400,1089856,1004370133,MN22
3342,50074889,JOE & THE JUICE,300,PARK AVENUE,10022,Manhattan,9179240079,"Juice, Smoothies, Fruit Salads",40.75679501,-73.97427116,105,4,10200,1081146,1012850036,MN17
3344,50137032,CHARLES PAN-FRIED CHICKEN,439,WEST  125 STREET,10027,Manhattan,6466180438,Chicken,40.81240066,-73.95541362,109,7,20901,1087339,1019660049,MN09
3346,50036603,WERKSTATT,509,CONEY ISLAND AVENUE,11218,Brooklyn,7182845800,Continental,40.64519445,-73.97050187,314,40,152200,3117439,3051130034,BK42
3348,50107573,TACO BELL,1501,BROADWAY,10036,Manhattan,3175963260,Mexican,40.75709624,-73.98619342,105,3,11900,1024706,1010150029,MN17
3352,41627202,DUNKIN',1700,CHURCH AVENUE,11226,Brooklyn,6462854020,Donuts,40.64909839,-73.96390537,314,40,51200,3117075,3050970079,BK42
3353,50116011,ANKARA ONE,1425,KINGS HIGHWAY,11229,Brooklyn,7183360010,Turkish,40.60850135,-73.95888171,315,48,55400,3182412,3067770029,BK25
3354,50105671,WINE ESCAPE,405,WEST   44 STREET,10036,Manhattan,2122627000,Mediterranean,40.75994312,-73.99218496,104,3,12100,1083760,1010540028,MN15
3355,50091401,KUNG FU TEA,4053,BROADWAY,10032,Manhattan,2125680088,Asian/Asian Fusion,40.84291749,-73.93921576,112,10,25300,1063475,1021420030,MN36
3358,41643407,THE BROOKLYN STRATEGIST,333,COURT STREET,11231,Brooklyn,7185763035,American,40.68274948,-73.99569861,306,39,7500,3007007,3004280006,BK33
3359,50044976,FRESH FROM HELL,326,WEST   47 STREET,10036,Manhattan,2129564355,"Juice, Smoothies, Fruit Salads",40.76079368,-73.98843071,104,3,12700,1025063,1010370048,MN15
3360,41026496,LITTLE RUBY'S,219,MULBERRY STREET,10012,Manhattan,2129255755,American,40.72230164,-73.99613979,102,1,4300,1007532,1004950038,MN24
3361,50113386,MCDONALD'S,1275,FULTON STREET,11216,Brooklyn,3476807765,American,40.68043318,-73.95032484,303,36,24500,3053216,3018480012,BK75
3362,50105561,DAVIDOVICH BAKERY,79,CLINTON STREET,10002,Manhattan,5168280218,Bakery Products/Desserts,40.71882588,-73.98520933,103,1,1402,1004177,1003480021,MN28
3364,50074027,MAKE MY FISH,120,WEST  116 STREET,10026,Manhattan,9173883188,Seafood,40.80242431,-73.95067412,110,9,21800,1055052,1018250045,MN11
3367,50004028,CHIPOTLE MEXICAN GRILL,28,WEST   40 STREET,10018,Manhattan,2123020650,Tex-Mex,40.75267949,-73.9830037,105,4,8400,1016054,1008410066,MN17
3369,50058456,SAMI'S KABAB HOUSE,35-57,CRESCENT STREET,11106,Queens,9178327165,Afghan,40.75892182,-73.93270868,401,22,4700,4004017,4003390021,QN70
3370,50043035,SUBWAY,80-20,JAMAICA AVENUE,11421,Queens,7187150856,Sandwiches,40.69221776,-73.86153896,409,32,1000,4183702,4089190006,QN53
3371,50051981,FIVESTUY CAFE,5,STUYVESANT OVAL,10009,Manhattan,347971056_,Sandwiches,40.73207662,-73.97886676,106,4,4400,1082882,1009720001,MN50
3372,50125088,IWAK,340,GRAND STREET,11211,Brooklyn,9299924925,Japanese,40.71250274,-73.95616606,301,34,52300,3062839,3023960012,BK73
3373,50054953,SIX2 RESTAURANT & BAKERY,1101,CLARKSON AVENUE,11212,Brooklyn,3472233941,Caribbean,40.66014147,-73.92162097,317,41,88400,3100683,3046310057,BK96
3374,50145354,NOODLE QUEEN,1705,86 STREET,11214,Brooklyn,3472546330,Chinese,40.60846472,-74.00463152,311,43,17800,3165751,3063430076,BK27
3375,50087506,LINDA'S PIZZA,729,EAST TREMONT AVENUE,10457,Bronx,7185834282,Pizza,40.84497813,-73.89024303,206,17,37100,2012627,2030920044,BX17
3377,40388091,MASAWA,1239,AMSTERDAM AVENUE,10027,Manhattan,2126630505,Ethiopian,40.80989871,-73.95878571,109,7,20701,1059521,1019630030,MN09
3378,41148214,P.J. CLARKE'S ON THE HUDSON,4,WORLD FINANCIAL CENTER,10281,Manhattan,2122851500,American,40.71451922,-74.01567349,101,1,31703,1000060,1000160150,MN25
3380,50117772,PAPA JOHN'S,475,WILLIS AVENUE,10455,Bronx,7182928773,Pizza,40.8143186,-73.91907962,201,8,4300,2000676,2023070049,BX39
3381,50120726,ST. GEORGE COFFEE,74,7 AVENUE SOUTH,10014,Manhattan,9176393661,Bakery Products/Desserts,40.73205655,-74.00368036,102,3,6700,1009969,1005870056,MN23
3382,50107045,MAMA TACO,5025,BROADWAY,10034,Manhattan,6466660107,Tex-Mex,40.86938998,-73.91661515,112,10,30300,1065009,1022430241,MN01
3383,50000705,ANARKALI,1125,CHURCH AVENUE,11218,Brooklyn,7182822200,Indian,40.64710169,-73.96903076,314,40,50600,3116374,3050720031,BK42
3387,50119048,CINCO DE MAYO MEXICAN GRILL,1205,CHURCH AVENUE,11218,Brooklyn,3472403624,Mexican,40.64739792,-73.96827747,314,40,50600,3116411,3050730139,BK42
3388,40397574,DOMINICK'S BAR & RESTAURANT,2335,ARTHUR AVENUE,10458,Bronx,7187332807,Italian,40.85418803,-73.8887493,206,15,39100,2092246,2030650065,BX06
3389,50075044,DABAKH KINE RESTAURANT,1933,FULTON STREET,11233,Brooklyn,3476228236,African,40.67870782,-73.91863551,303,41,37900,3041620,3015310067,BK35
3391,50009513,RUSS & DAUGHTERS CAFE,127,ORCHARD STREET,10002,Manhattan,2124754881,American,40.71968271,-73.98944077,103,1,1800,1079077,1004150072,MN27
3392,50036199,NOMO SOHO,9,CROSBY STREET,10013,Manhattan,6462186400,Mediterranean,40.71991925,-74.0002886,102,1,4500,1088790,1002330002,MN24
3393,41086673,AMORINA,624,VANDERBILT AVENUE,11238,Brooklyn,7182303030,Italian,40.67748087,-73.96893368,308,35,16300,3028739,3011580044,BK64
3394,50112698,SWEETGREEN,293,SPRING STREET,10013,Manhattan,6468324922,Salads,40.72585318,-74.00767753,102,3,3700,1010362,1005970012,MN24
3395,50052537,WILD,148,5 AVENUE,11217,Brooklyn,3479874525,Italian,40.67821331,-73.97924803,306,39,13100,3019356,3009460045,BK37
3396,41315553,MEDINA FRIED CHICKEN & INDIAN CUISINE,76-17,101 AVENUE,11416,Queens,7186590652,Chicken,40.67993724,-73.86122565,409,32,4200,4187957,4090480033,QN53
3397,40369461,CAFE UN DEUX TROIS,123,WEST   44 STREET,10036,Manhattan,2123544148,French,40.75648387,-73.9839773,105,4,11900,1022629,1009970019,MN17
3398,50085999,BIGA BITE,3,CLINTON STREET,10002,Manhattan,9172658453,Pizza,40.72116426,-73.98399304,103,2,3001,1004246,1003500020,MN27
3399,50090359,DA MARINO NYC,220,WEST   49 STREET,10019,Manhattan,2125416601,Italian,40.76097992,-73.98498695,105,3,12500,1024781,1010200049,MN17
3401,50119210,THONGLOR NEW YORK,789,9 AVENUE,10019,Manhattan,2125615692,Thai,40.76504799,-73.98781627,104,3,13300,1026749,1010620033,MN15
3402,50043918,DUNKIN / BASKIN ROBBINS,140,DELANCEY STREET,10002,Manhattan,2127772003,Donuts,40.71813166,-73.98692302,103,1,1402,1086606,1003530075,MN28
3403,50135880,FUZI PASTA CO.,68-26,FRESH MEADOW LANE,11365,Queens,3477324503,Italian,40.73327249,-73.79456675,408,24,122300,4149719,4069280056,QN38
3404,50130679,TRINI DELITE,110-02,LIBERTY AVENUE,11419,Queens,7183221203,Caribbean,40.68438585,-73.83200365,410,28,10000,4202402,4095330001,QN55
3408,50107738,JAUJA MEXICAN KITCHEN,695,FLATBUSH AVENUE,11225,Brooklyn,3476125319,Mexican,40.65613744,-73.95997671,309,40,79601,3115797,3050480008,BK60
3410,41316918,OLMSTED CAFETERIA,117-02,ROOSEVELT AVENUE,11368,Queens,7187601139,American,40.75186819,-73.84933062,481,21,38302,4050124,4020180500,QN99
3411,50074803,SAFIR BAKERY & CAFE,1803,KINGS HIGHWAY,11229,Brooklyn,7183755888,Bakery Products/Desserts,40.61000968,-73.95541245,315,48,55200,3182498,3067810071,BK44
